memberId,lastTransactionUtcTs,lastTransactionType,lastTransactionPointsBought,lastTransactionRevenueUSD
2567D20E,2019-08-26 11:17:38,buy,8100,4.05
154651AD,2022-12-19 08:11:58,gift,1400,3.5
D6D7E58F,2020-06-28 01:14:47,gift,8400,5.25
5BF3A917,2023-07-22 21:51:16,buy,1500,1.3636363636363635
6D4A32B4,2022-03-27 10:12:56,gift,8600,4.3
FB341532,2021-11-27 02:38:29,redeem,-9000,0.0
8165BFE6,,,,
6902D348,2019-10-17 15:06:44,buy,9400,6.266666666666667
AE0B451A,2021-01-16 09:02:30,gift,6400,3.3684210526315788
BE5F87A6,2019-04-15 15:03:17,buy,7500,7.5
21A2671F,2021-02-04 16:49:58,gift,3400,2.125
52490EEA,2023-02-05 08:56:43,gift,6900,4.0588235294117645
B4340CEC,2023-04-23 20:40:02,gift,2500,4.166666666666667
F6905F71,2023-06-15 10:13:53,redeem,-5800,0.0
9E0EDB10,2020-11-09 07:55:39,buy,2400,6.0
F74FC69A,2023-08-24 04:38:25,buy,9100,45.5
2194C2A7,2019-07-22 20:33:54,gift,5500,11.0
A2C53B36,2021-02-13 04:32:09,redeem,-700,0.0
6ECF48ED,2021-08-16 05:18:41,gift,4900,5.444444444444445
190F7BF0,2021-05-25 16:20:46,redeem,-3600,0.0
8B1C7BD4,2020-06-26 17:58:30,buy,1800,4.5
B8D2467F,2020-02-29 11:34:27,buy,3400,17.0
A8C7B13C,2023-07-18 15:22:13,buy,5100,4.636363636363637
77158504,2019-11-14 20:43:50,buy,9900,5.5
613AC741,2020-05-09 14:28:15,gift,3600,2.769230769230769
1A2743D1,2019-01-31 07:00:13,gift,6800,5.230769230769231
0AA5C109,2021-06-10 03:48:09,gift,6100,3.388888888888889
20410738,2023-08-13 13:37:28,redeem,-4500,0.0
95D76BA5,2023-05-26 21:00:41,buy,4400,4.0
D28AD870,2019-06-14 01:11:02,buy,700,0.7777777777777778
7B5E1CAB,2023-05-12 06:54:14,redeem,-200,0.0
7F99B62C,2023-08-01 02:49:08,buy,5000,8.333333333333334
68363811,2022-10-18 16:00:17,redeem,-6000,0.0
856EC150,2023-08-05 04:33:12,gift,8000,5.0
4EBBA871,2020-04-13 04:38:35,gift,5400,7.714285714285714
6FFE1856,2020-07-31 18:42:50,buy,9600,9.6
B92C2959,2021-01-20 16:14:27,redeem,-3500,0.0
FE1021C3,2021-03-25 15:59:03,gift,700,3.5
24B5A6A9,2023-11-30 07:24:53,buy,4600,9.2
C4033DAA,2022-10-12 16:39:35,gift,9300,23.25
3E095AE7,2020-07-13 07:40:02,buy,2500,1.6666666666666667
6D6C9C03,2019-05-22 23:36:57,buy,2300,1.4375
E94CEF81,2020-03-03 17:57:08,redeem,-8100,0.0
842A091A,2020-05-31 12:00:58,redeem,-6400,0.0
89065792,2021-04-16 08:39:06,buy,2600,8.666666666666666
E0A14E95,2019-02-16 09:42:05,gift,9100,5.6875
FBE7D522,2020-02-13 11:49:58,gift,7200,7.2
0A6CC950,2023-05-30 20:45:33,buy,1900,1.9
7442415D,2022-04-30 13:14:54,redeem,-6600,0.0
55818C78,2020-05-22 19:27:53,gift,900,0.5
26F93FEC,2019-02-01 12:53:10,redeem,-9300,0.0
21836B6F,2019-03-25 11:15:38,redeem,-3500,0.0
7C547BD1,2020-05-02 00:22:15,gift,5100,25.5
A835E843,2020-11-19 15:09:37,redeem,-1900,0.0
A890C0D2,2019-02-20 07:50:44,gift,6200,10.333333333333334
E3BA7DE1,2020-07-15 21:13:56,buy,1800,1.125
7C540EFD,2021-05-06 06:58:14,buy,3700,2.466666666666667
A273437D,2020-02-25 22:03:25,gift,4700,3.357142857142857
B81EBF21,2020-11-27 17:38:30,redeem,-7400,0.0
FC403EBF,2023-11-28 08:42:07,gift,900,4.5
6D4A32B4,2020-08-21 06:37:08,redeem,-2200,0.0
B1340F91,2023-10-07 22:31:31,redeem,-9600,0.0
4D37F2E1,2019-12-18 01:46:18,buy,4100,10.25
C29B266C,2021-10-14 01:38:57,buy,6300,4.2
3E883649,2022-09-24 05:06:46,buy,3400,1.7894736842105263
63E463DB,2020-10-28 06:44:32,buy,3400,3.7777777777777777
582AC37A,2023-02-26 05:16:36,buy,1500,1.875
6FFE1856,2022-11-18 12:58:36,buy,2000,1.1764705882352942
B7CD4387,2022-05-05 07:31:02,redeem,-9800,0.0
2C58514E,2020-01-23 21:09:57,redeem,-3900,0.0
C44BE3BA,2022-01-24 11:39:44,gift,10000,5.555555555555555
5D20236C,2020-10-03 01:37:06,gift,3800,7.6
F9832B8B,2020-07-21 15:12:35,buy,9700,10.777777777777779
61A2669E,2019-01-25 19:02:19,gift,9200,18.4
24F81CF0,2021-07-04 12:58:14,buy,200,0.16666666666666666
271BAEB1,2019-03-04 01:54:00,buy,600,1.5
A7677625,2023-05-26 14:24:03,buy,3800,2.0
D6707AE8,2022-07-21 15:08:40,redeem,-6000,0.0
E9D6B9F0,2021-11-27 08:11:30,gift,9500,5.0
EA0EBE52,2023-09-12 19:33:52,redeem,-9200,0.0
978B8445,2022-01-08 12:29:43,buy,3600,3.272727272727273
B851B178,2023-06-07 05:43:38,gift,5300,3.7857142857142856
0296484F,2019-03-21 04:53:22,buy,4100,20.5
EDBD5B25,2019-03-09 03:32:02,gift,6100,6.777777777777778
8DAC8663,,,,
8A643CF2,2020-02-26 10:35:05,redeem,-5100,0.0
0F66601C,2021-11-11 07:57:49,redeem,-4200,0.0
A60B94CF,2019-02-11 03:33:55,gift,5800,4.833333333333333
190F7BF0,2022-06-01 11:44:27,buy,5200,2.736842105263158
92222EBC,2020-04-09 17:27:51,gift,9000,6.0
F551E0F5,2020-05-15 21:10:43,buy,7400,14.8
E795FA5A,2022-09-17 12:25:26,gift,6400,4.266666666666667
28608FB4,2021-07-13 18:37:16,gift,9100,30.333333333333332
CDD60B59,2022-02-21 10:07:35,buy,8600,4.526315789473684
BD846912,2022-04-09 05:52:43,gift,3700,18.5
7817AD39,2023-06-07 14:29:45,gift,9200,10.222222222222221
C2B320A7,2022-07-17 09:56:27,redeem,-900,0.0
1ACD6205,2021-07-04 03:49:48,buy,500,0.5555555555555556
35DE8E3A,2019-10-09 00:04:07,gift,8600,10.75
A0C87EEA,2019-05-09 19:41:28,buy,2500,1.5625
B71E1604,2019-11-22 00:14:24,redeem,-1700,0.0
C6FC47DF,2019-09-10 14:34:20,redeem,-200,0.0
B26355A5,2021-01-01 05:02:31,redeem,-7200,0.0
0528DF3C,2022-12-14 13:33:45,redeem,-6100,0.0
1FA3A410,2022-05-31 23:07:06,buy,8900,22.25
13A0FF53,2021-12-13 00:50:15,redeem,-7000,0.0
77158504,2019-02-20 21:12:52,gift,3100,4.428571428571429
FB341532,2024-01-04 15:44:30,redeem,-8500,0.0
CF4CDBED,2021-10-06 13:25:08,buy,2400,24.0
D55D2603,2023-02-17 04:44:49,redeem,-6000,0.0
6902D348,2019-02-06 08:39:37,buy,2400,1.3333333333333333
FC403EBF,2021-10-24 22:41:56,gift,7100,11.833333333333334
5F25361C,2020-11-09 04:21:44,gift,3200,2.0
A9C695E1,2022-05-21 20:53:59,buy,700,0.7777777777777778
FBE7D522,2023-05-25 20:06:28,redeem,-3700,0.0
B81EBF21,2020-08-05 03:14:29,redeem,-5600,0.0
190F7BF0,2021-10-27 02:12:58,gift,8700,9.666666666666666
6E79C6B1,2023-06-03 08:44:46,buy,9600,8.0
B5D3CFAF,2021-05-11 02:23:53,buy,4700,47.0
58B6CADE,2022-11-06 04:00:09,gift,7700,4.277777777777778
F74FC69A,2020-12-02 22:35:53,redeem,-1500,0.0
1166073A,2023-12-08 07:54:03,gift,4600,23.0
4DE9299A,2019-11-09 05:12:14,buy,6100,20.333333333333332
DE82F6BF,2019-02-17 06:17:48,buy,8200,41.0
0664C0B9,2023-11-18 01:28:02,buy,9500,7.916666666666667
F1C4ED3D,2020-10-15 13:07:56,redeem,-3600,0.0
8B1C7BD4,2019-04-23 12:16:52,redeem,-500,0.0
FD3C6F70,2020-02-23 22:52:10,buy,4700,3.6153846153846154
0664C0B9,2023-08-19 15:24:31,buy,2100,4.2
19ED018D,2020-04-06 23:13:22,buy,4000,3.076923076923077
C51863F2,2023-06-07 04:49:05,buy,6900,3.45
77DA5D59,2020-08-24 03:15:42,gift,600,0.3157894736842105
CEDC5CBF,2020-09-03 09:15:40,buy,6800,7.555555555555555
6D5B935F,2021-07-02 10:36:48,buy,4300,2.6875
E15F4EA3,2022-04-04 23:40:42,redeem,-5100,0.0
697A2188,2019-04-09 03:50:32,gift,1000,0.9090909090909091
16734236,2021-09-14 08:10:40,redeem,-9900,0.0
56BA6C12,2022-12-27 05:25:41,buy,6400,32.0
434EB631,2021-02-01 09:42:25,redeem,-3700,0.0
F6905F71,2020-08-23 12:30:25,redeem,-4400,0.0
AD327A55,2021-02-17 14:37:09,buy,1700,0.9444444444444444
0744D481,2022-11-12 22:33:53,redeem,-7300,0.0
6D4A32B4,2023-05-31 01:54:36,buy,10000,6.666666666666667
B2D0D385,2020-04-22 15:04:02,buy,6000,3.3333333333333335
9D4E1190,2021-07-06 17:17:10,gift,3100,5.166666666666667
E35B1925,2022-12-01 02:46:32,gift,7200,8.0
E71F95FD,2019-06-14 01:50:40,redeem,-1200,0.0
B8E7CE41,2022-03-09 01:52:32,redeem,-8700,0.0
58B6CADE,2019-09-04 23:27:06,gift,7200,5.538461538461538
01453339,2019-03-27 22:43:46,gift,9900,5.5
622AD67A,2022-04-01 09:51:15,redeem,-2800,0.0
4D9054B3,2021-03-07 18:20:45,gift,6100,3.388888888888889
C44BE3BA,2019-10-07 22:17:13,buy,6300,5.7272727272727275
A835E843,2021-06-30 00:40:01,buy,1500,0.7894736842105263
FBE7D522,2019-02-04 16:54:19,buy,3300,2.5384615384615383
F44DBBBC,2020-12-25 04:04:35,buy,1100,0.5789473684210527
C66FDA0C,2020-03-23 05:27:31,gift,7100,3.55
D1630BE9,2019-02-16 22:10:02,buy,400,0.26666666666666666
97179360,2019-11-11 21:19:22,redeem,-2800,0.0
E15F4EA3,2023-10-25 08:28:01,gift,5800,11.6
C6FC47DF,2020-06-17 10:49:26,redeem,-7500,0.0
B4C5249A,2020-12-05 17:45:13,buy,8600,28.666666666666668
84739892,2021-06-24 01:13:27,redeem,-9600,0.0
A3BD3DA4,2022-07-12 07:08:08,buy,8400,8.4
C6FC47DF,2021-11-08 22:49:33,gift,4200,2.210526315789474
50F988B1,2022-09-12 11:26:52,gift,3200,2.0
26091113,2022-12-12 13:48:29,redeem,-5400,0.0
464459E9,2019-11-28 09:19:44,gift,1700,1.7
0669F94E,2019-05-14 20:38:05,gift,7600,8.444444444444445
D8067881,2023-06-15 21:15:48,gift,1500,3.75
2954F84A,2023-04-11 09:29:07,gift,8000,6.153846153846154
CFF76686,2019-09-08 16:49:32,buy,1300,1.4444444444444444
BA54FCA7,2020-11-14 15:07:18,buy,9200,6.133333333333334
4EA76215,2019-08-20 18:21:06,gift,1200,0.6666666666666666
FAA9746C,2020-05-29 06:25:26,gift,100,0.06666666666666667
2F35C7DB,2022-11-14 15:05:36,buy,8800,8.8
4B8E6516,2023-08-23 11:12:04,gift,7900,26.333333333333332
51C9DFA1,2023-01-06 14:54:37,gift,300,0.42857142857142855
CFC1F999,2023-02-15 10:49:31,gift,7700,19.25
2C36A32B,2020-04-11 15:29:48,gift,3800,19.0
9AF04963,2022-10-05 03:38:47,gift,1600,1.7777777777777777
DD5DB310,2022-07-19 05:26:00,redeem,-100,0.0
2085BB17,2023-07-23 09:46:34,buy,8400,16.8
6B40CCD6,2020-09-05 22:38:46,redeem,-3000,0.0
EFF1A71F,2021-12-17 21:24:32,buy,5600,56.0
70C84F79,,,,
4310B742,2023-11-19 16:20:35,buy,4100,2.411764705882353
F5601A96,2021-10-31 14:15:53,gift,3700,7.4
E7B82148,2023-06-16 10:45:13,gift,6900,5.3076923076923075
7A334419,2021-11-02 16:54:16,gift,6200,5.636363636363637
2567D20E,2020-09-09 13:06:43,redeem,-1600,0.0
634E89BA,2020-02-20 09:33:43,buy,7800,39.0
277E334F,2023-12-29 13:24:27,redeem,-8600,0.0
F5601A96,2021-08-01 01:51:01,buy,900,1.2857142857142858
963D3242,2020-12-17 13:18:30,redeem,-8500,0.0
DAA7E881,2023-05-11 12:50:48,redeem,-5100,0.0
CDD60B59,2023-02-04 15:25:11,gift,3100,2.066666666666667
FC403EBF,2020-12-23 16:40:40,gift,2600,3.25
A67C5D0B,2022-07-01 21:47:38,buy,1600,2.6666666666666665
A0F18FAA,2019-01-04 17:25:28,gift,500,2.5
B3D37DD7,2023-05-03 09:55:35,buy,4000,3.076923076923077
DAA7E881,2023-06-28 07:54:47,redeem,-3500,0.0
6A6F4686,2022-01-10 01:43:35,redeem,-3000,0.0
B9D9FC20,2023-02-14 21:05:04,redeem,-3200,0.0
EDA924C6,2020-09-18 14:24:42,buy,7400,5.285714285714286
9ED7837C,2022-03-14 06:42:18,gift,7300,6.083333333333333
78E24675,2023-02-15 05:33:23,buy,7100,5.916666666666667
9F380DFD,,,,
F6905F71,2019-02-05 13:45:20,redeem,-9600,0.0
2172753D,2020-01-02 03:49:05,buy,8100,4.764705882352941
DBAC9005,2019-09-11 16:50:43,gift,3600,2.769230769230769
75B0D217,2021-01-14 03:20:58,redeem,-4300,0.0
F2D14938,2021-03-09 07:21:29,buy,6500,3.823529411764706
2954F84A,2020-09-29 11:01:27,buy,7700,4.529411764705882
1110BA8F,2020-09-24 06:56:06,buy,7900,7.9
02E3AB35,2020-11-07 11:43:15,buy,3800,3.4545454545454546
84863D07,2023-07-30 02:32:02,buy,6100,5.545454545454546
E94CEF81,2019-07-19 04:32:33,gift,4400,3.142857142857143
B1019FD1,2023-06-19 03:05:02,buy,4200,2.1
A340F4CF,2022-08-24 11:32:42,redeem,-3200,0.0
3E095AE7,2020-08-03 08:34:04,buy,7200,6.545454545454546
D37CB3F7,2023-07-20 23:05:13,redeem,-4000,0.0
02681B5A,2021-11-10 10:25:39,gift,8600,4.3
622AD67A,2019-02-02 08:28:22,redeem,-8800,0.0
0744D481,2022-09-19 07:53:43,redeem,-2600,0.0
CE53D29C,2022-01-13 04:02:56,buy,7800,19.5
0C29817B,2022-04-08 06:47:04,redeem,-4400,0.0
A2CBF034,2019-03-22 06:46:58,gift,9800,12.25
A890C0D2,2021-09-20 00:31:24,redeem,-4200,0.0
01453339,2019-09-15 06:16:12,buy,3900,4.333333333333333
8E0E931C,2022-06-17 12:34:10,gift,10000,8.333333333333334
CFC1F999,2020-10-31 08:25:29,gift,8700,5.8
6B40CCD6,2020-09-21 08:04:05,gift,4200,4.666666666666667
9857F1CD,2023-04-09 11:12:18,gift,8600,7.818181818181818
77158504,2023-07-11 16:01:38,gift,4000,6.666666666666667
E52F74C5,2022-07-04 14:12:38,buy,2500,2.272727272727273
A32EF4C1,2023-03-20 07:33:13,buy,100,0.14285714285714285
842A091A,2020-06-13 08:20:55,buy,4300,3.3076923076923075
E3B54487,2022-07-14 09:47:11,gift,800,0.8888888888888888
EC8EEFFF,2019-02-21 21:10:47,gift,5000,2.6315789473684212
66EB5B9B,2021-04-29 23:25:16,buy,1900,1.0
A273437D,2020-10-11 23:12:03,buy,4300,3.5833333333333335
7A212217,2022-04-23 18:43:09,gift,6900,3.6315789473684212
277E334F,2020-01-31 06:08:28,gift,9100,9.1
4B8E6516,2020-10-06 19:29:36,buy,9900,16.5
331B6148,2020-02-19 21:22:19,gift,7300,12.166666666666666
71DD68C7,2022-03-18 13:44:33,gift,5700,3.3529411764705883
6B7997F2,2019-10-18 09:21:45,buy,4800,4.8
A29661A2,2021-04-24 03:18:23,buy,1100,1.5714285714285714
833ED870,2023-11-13 20:51:33,buy,3300,4.714285714285714
E6B53130,2019-05-24 21:08:48,gift,8700,5.117647058823529
465E51CE,2022-06-17 05:24:00,buy,3500,3.1818181818181817
41988A3A,2021-02-19 09:30:21,gift,9700,5.705882352941177
6B40CCD6,2021-01-17 04:53:24,gift,4600,3.2857142857142856
9500046A,2023-11-25 17:16:36,buy,7600,6.333333333333333
6D305972,2022-11-30 20:18:59,redeem,-5200,0.0
73E709B8,2021-12-13 10:06:46,gift,9800,6.125
C9FE29B0,2021-10-04 04:59:16,buy,3900,2.4375
A6D615AE,2021-03-10 08:53:00,redeem,-7000,0.0
1CA01C8A,2020-05-19 16:33:37,buy,4100,3.4166666666666665
271BAEB1,2020-08-26 03:37:48,buy,8400,84.0
95489529,2023-09-19 11:48:24,buy,1700,1.5454545454545454
D5DC7878,2019-10-01 13:20:16,redeem,-1500,0.0
2B03FF77,2020-09-17 07:09:35,redeem,-4800,0.0
7FF5DF2A,2021-04-15 18:46:36,buy,9900,6.6
9A4A5C1B,2021-10-23 05:37:17,buy,1700,2.125
F5601A96,2021-06-05 23:22:47,gift,800,0.6666666666666666
B0B0BAC1,2019-11-13 02:11:35,gift,5400,5.4
41106922,2020-01-31 23:34:18,buy,300,0.16666666666666666
A67C5D0B,2023-06-02 04:21:06,gift,4000,3.6363636363636362
1F89BD35,2022-11-16 06:56:55,gift,1400,1.4
055470A0,2023-11-29 20:09:59,gift,2100,1.9090909090909092
28164DB9,2021-01-10 05:12:26,buy,5700,8.142857142857142
E6B53130,2022-11-28 22:42:43,redeem,-5000,0.0
6DC659DA,2019-05-25 03:57:29,gift,5100,3.642857142857143
,2019-05-20 00:09:56,gift,2700,1.588235294117647
4B8F9554,,,,
24B5A6A9,2023-01-15 23:44:48,buy,3500,2.1875
DD2AF5D6,2019-02-05 20:59:44,gift,8200,8.2
E4452036,2021-10-16 08:37:19,redeem,-2600,0.0
634E89BA,2020-09-20 18:11:28,gift,900,0.6428571428571429
BC7740B7,2023-08-10 18:53:02,gift,8600,7.166666666666667
7B5E1CAB,2022-01-01 04:10:49,gift,4400,4.0
D502D7AA,2019-05-28 06:39:31,gift,7100,3.9444444444444446
38689A00,,,,
95D76BA5,2021-06-21 17:51:03,redeem,-200,0.0
CFB87FE0,2019-12-17 22:42:39,buy,4400,2.933333333333333
10920EE0,2020-02-05 16:17:09,redeem,-1300,0.0
A67C5D0B,2020-11-24 05:22:39,redeem,-800,0.0
115655C2,2019-04-14 07:43:53,redeem,-100,0.0
C0B6EE16,2021-12-16 07:27:46,buy,600,1.5
790D43F8,2019-09-06 14:00:33,redeem,-7000,0.0
55818C78,2022-12-21 11:23:28,redeem,-5600,0.0
827191FF,2019-09-28 21:39:36,gift,5900,3.4705882352941178
60F3E45E,,,,
BAA06877,2019-09-23 01:44:17,gift,100,0.0625
AD327A55,2022-08-12 00:20:46,gift,2700,2.076923076923077
B2347E3F,2019-10-27 20:21:13,gift,100,0.08333333333333333
07B90DB7,2023-09-27 19:22:17,redeem,-5300,0.0
A2CBF034,2019-11-12 15:42:24,redeem,-8500,0.0
7FF5DF2A,2022-10-01 23:35:11,buy,5400,9.0
9A4A5C1B,2022-04-22 09:11:40,gift,5100,3.642857142857143
FC838FAB,,,,
6CF35330,2019-07-13 04:50:11,redeem,-7500,0.0
833ED870,2023-10-19 15:34:40,gift,5800,3.625
434EB631,2019-04-28 17:13:01,buy,9700,4.85
A4CB5752,2022-04-18 01:41:55,redeem,-9000,0.0
9EDC30FF,2019-12-09 15:12:49,gift,2800,1.5555555555555556
E6B53130,2021-05-30 05:48:13,buy,7200,72.0
E9C8343F,2020-08-31 06:48:45,gift,3000,7.5
3D7351AC,2021-06-17 13:26:37,buy,1200,12.0
6A6F4686,2020-07-30 09:03:00,gift,4000,2.857142857142857
FCD17894,2021-09-15 04:28:39,buy,4900,4.454545454545454
4F59D311,2023-03-22 04:43:53,redeem,-7900,0.0
C66FDA0C,2019-06-25 12:23:59,buy,5000,2.5
11D2C6FF,2020-11-23 00:23:16,redeem,-5700,0.0
DD5046A3,2021-02-17 19:37:30,redeem,-5400,0.0
8B59631A,2020-11-20 11:14:06,redeem,-900,0.0
FB65DE77,2020-03-18 13:46:46,buy,3700,2.176470588235294
8B1C7BD4,2021-03-26 21:18:50,gift,2000,2.5
6BD35CCA,2022-09-08 12:58:38,gift,8500,14.166666666666666
6CF35330,2023-01-12 13:27:25,buy,8500,21.25
945EC7D0,2020-09-24 05:28:20,redeem,-1400,0.0
B1C7B593,2019-10-08 16:16:35,redeem,-2900,0.0
B1C7B593,2020-10-29 03:06:06,redeem,-9000,0.0
1381FE46,2020-12-01 03:55:31,redeem,-9300,0.0
3E095AE7,2020-05-03 07:43:45,buy,2300,3.2857142857142856
D2EEA40F,2020-12-13 17:19:54,gift,8500,5.0
30807BAD,2022-11-15 16:48:53,gift,7100,5.071428571428571
74CD928D,2020-12-22 20:45:36,buy,3300,1.8333333333333333
5B173F16,2022-05-08 02:38:57,gift,1500,15.0
27CF38C3,2020-08-01 21:54:24,buy,8200,9.11111111111111
19ED018D,2020-05-17 04:15:28,buy,2200,3.142857142857143
5415C67D,,,,
AF5F0CF2,2022-08-02 14:45:17,redeem,-9000,0.0
465E51CE,2023-09-06 01:06:56,gift,6700,5.583333333333333
B8C5C96C,2020-08-16 17:40:04,buy,3600,36.0
D2A0CA57,2020-03-06 13:41:06,gift,300,0.42857142857142855
292A751B,2022-11-10 05:18:26,buy,7000,4.666666666666667
76F0942D,2021-03-29 09:53:26,gift,8400,7.636363636363637
68AC0488,2019-07-11 22:35:43,buy,500,0.8333333333333334
D9911802,2021-10-21 10:44:44,buy,6400,12.8
924B58F2,2022-05-31 18:03:14,gift,9200,6.133333333333334
015D3EF3,2019-04-22 03:45:19,buy,1600,1.0
01453339,2020-04-11 08:12:15,buy,9700,13.857142857142858
330C98BE,2022-06-04 23:56:25,redeem,-2200,0.0
8775A3FD,2020-07-09 07:06:08,gift,300,0.15
3A1B7EE5,2019-05-07 11:40:19,gift,8300,83.0
565DB88B,2022-07-21 03:22:08,buy,6300,7.0
45F4AB79,2022-03-23 09:30:59,buy,2100,2.625
E4452036,2021-01-23 14:50:08,redeem,-7500,0.0
D5F07DA4,2020-06-26 05:58:55,gift,8400,12.0
DE3F036D,2021-05-05 11:32:40,gift,9300,4.65
A386D3CD,2022-10-19 23:25:27,buy,9700,10.777777777777779
CC90CAC4,2020-03-13 10:41:05,buy,9200,5.111111111111111
8869F52E,2021-05-28 16:18:23,gift,7900,26.333333333333332
768354DA,2021-08-05 03:10:15,gift,4700,5.222222222222222
6AE748C6,2019-05-21 00:30:28,gift,8500,7.7272727272727275
B6FDEFF3,2021-12-12 07:13:17,redeem,-6400,0.0
B48686E1,2020-01-28 04:05:38,gift,1600,1.4545454545454546
58B6CADE,2020-05-06 04:54:13,buy,3900,3.0
3D6A787F,2023-12-06 13:33:03,redeem,-8500,0.0
F2D14938,2022-12-09 05:18:45,redeem,-7000,0.0
D37CB3F7,2023-07-05 20:33:02,gift,4200,2.1
AE4DEBEE,2020-09-25 09:10:49,redeem,-3800,0.0
EF1723B6,2019-11-15 06:52:31,redeem,-6200,0.0
465E51CE,2020-05-22 09:35:49,buy,1000,0.625
978B8445,2022-08-09 02:59:16,redeem,-8400,0.0
34E3FD71,,,,
EA3BBFF2,2023-05-12 15:07:48,buy,4300,8.6
6C2B8F14,2022-06-28 05:21:22,redeem,-1300,0.0
FEF59336,2020-02-25 08:43:08,redeem,-6400,0.0
FEF48449,2022-12-03 18:11:32,gift,9600,5.647058823529412
6902D348,2019-01-05 14:54:49,buy,1700,0.9444444444444444
FB65DE77,2019-08-02 08:15:44,gift,5700,4.071428571428571
7F2E38A5,,,,
EB6FFC96,2021-12-13 11:47:37,buy,3000,1.6666666666666667
3A4F602A,2023-05-16 00:59:15,gift,3700,2.466666666666667
2EF76BC6,,,,
4EF83694,2022-10-02 08:58:10,gift,7500,15.0
4EBBA871,2021-04-08 21:54:57,gift,8800,44.0
7FF5DF2A,2022-09-22 03:01:28,redeem,-8700,0.0
2085BB17,2020-02-09 14:33:14,buy,3500,2.9166666666666665
0C29817B,2019-09-16 12:35:24,redeem,-7700,0.0
C4782977,2019-02-06 14:49:20,redeem,-6900,0.0
CA003BB6,2020-11-03 11:52:09,redeem,-8500,0.0
E177399B,2020-02-01 20:08:52,gift,3100,10.333333333333334
0744D481,2021-12-11 17:48:51,gift,5800,6.444444444444445
B944D853,2020-09-02 20:31:53,redeem,-1100,0.0
76F0942D,2019-11-06 05:49:57,redeem,-9600,0.0
E6477E2E,2020-11-28 01:52:01,redeem,-1600,0.0
2F35C7DB,2021-05-28 00:48:58,gift,6200,12.4
21836B6F,2021-04-29 13:51:59,redeem,-4700,0.0
0AA5C109,2019-11-05 05:47:58,buy,2100,1.4
DD5DB310,2021-06-30 08:42:03,redeem,-2500,0.0
0EBE6836,2019-02-20 00:50:10,buy,4100,3.1538461538461537
3B0066B2,2021-03-30 11:34:35,gift,600,0.8571428571428571
3D938BD4,2023-06-06 00:22:28,redeem,-6800,0.0
C27A7757,2021-03-09 17:03:33,buy,5600,9.333333333333334
92F2C52C,2020-08-16 13:39:19,buy,2700,2.25
FA9391D9,2021-06-08 08:24:09,gift,10000,5.882352941176471
154651AD,2020-09-19 05:00:53,gift,200,0.4
AB9F6245,2023-06-04 07:43:18,gift,3400,34.0
DD5DB310,2020-02-14 22:48:21,gift,800,0.42105263157894735
02681B5A,2021-01-28 11:14:54,redeem,-800,0.0
77509E1F,2021-08-10 16:13:10,redeem,-8400,0.0
464459E9,2020-02-09 12:11:51,redeem,-4400,0.0
A4CB5752,2020-11-25 06:39:20,redeem,-9500,0.0
9500046A,2020-01-09 04:47:21,redeem,-8200,0.0
CA003BB6,2020-06-09 21:38:30,gift,5200,5.777777777777778
A87AACB4,2022-12-24 14:16:10,redeem,-300,0.0
565DB88B,2023-08-23 04:00:36,gift,600,2.0
8303F46E,2021-10-12 11:46:24,buy,100,0.05263157894736842
9EDC30FF,2019-04-27 11:56:39,buy,5200,2.888888888888889
CB68236B,2020-03-18 06:26:32,gift,6600,8.25
6CF35330,2022-05-12 10:07:59,redeem,-7700,0.0
A386D3CD,2021-11-21 20:43:56,gift,2000,1.5384615384615385
8B1C7BD4,2021-06-28 15:17:16,buy,7700,25.666666666666668
0D4E86E0,2023-01-16 03:11:00,gift,6300,31.5
F42E1408,2020-11-21 06:27:24,redeem,-7700,0.0
4C6EE90F,2023-12-28 05:31:36,buy,900,9.0
8303F46E,2020-09-16 10:48:58,gift,5000,25.0
9A4A5C1B,2019-03-21 02:23:02,redeem,-3800,0.0
CFC1F999,2022-05-22 06:26:25,buy,1100,1.1
6D1A4F42,2023-12-21 06:58:14,gift,1000,0.625
66A1D1E4,2019-08-05 20:50:22,gift,4300,4.777777777777778
20C35CAC,2022-09-22 09:59:04,gift,7400,10.571428571428571
9857F1CD,2019-08-16 11:35:55,gift,9100,5.352941176470588
C15077C9,2023-01-09 22:14:39,gift,4400,2.933333333333333
CB68236B,2022-08-14 19:46:22,buy,9300,9.3
D5E9F71D,2021-12-31 12:01:31,buy,400,0.4444444444444444
2085BB17,2021-08-01 18:25:16,gift,200,0.1111111111111111
24B5A6A9,2021-02-08 05:41:15,redeem,-3700,0.0
929E5BA6,2019-03-10 09:24:44,gift,6900,6.2727272727272725
CE53D29C,2021-06-22 03:58:22,redeem,-8900,0.0
277E334F,2019-11-24 07:36:47,buy,8700,12.428571428571429
666B322A,2021-03-20 09:37:34,redeem,-3500,0.0
790D43F8,2020-01-19 07:45:46,buy,3700,6.166666666666667
4D2420BF,2019-05-12 00:35:47,redeem,-6600,0.0
492A0AFA,2019-04-17 08:01:07,redeem,-1500,0.0
734A07C2,2019-08-03 19:31:43,gift,3400,4.25
303F985D,2020-04-26 05:10:29,gift,2700,13.5
386245A5,2023-06-09 19:10:45,buy,200,0.11764705882352941
A6D615AE,2020-02-11 18:15:53,redeem,-2500,0.0
6A6F4686,2020-09-20 19:49:54,gift,700,0.7
